sppname,spp.codes,Spp.symbol,SciName,n.orig,n.revis,LCI,mean,UCI
Jeffrey pine,116,PIJE,Pinus jeffreyi,634,622,-0.08213448832118835,-0.03668590354619905,0.009930988898725318
sugar pine,117,PILA,Pinus lambertiana,987,914,-0.04570905993233793,0.013519216046140592,0.07379320302319872
western white pine,119,PIMO3,Pinus monticola,598,605,-0.010095234564352707,0.07470240832019659,0.1663368473813143
ponderosa pine,122,PIPO,Pinus ponderosa,4573,4606,-0.05380958577519693,-0.01936545171949433,0.014880827657059184
gray pine,127,PISA2,Pinus sabiniana,195,185,-0.12260672374181189,-0.00513871217230033,0.10598265542402094
singleleaf pinyon,133,PIMO,Pinus monophylla,203,193,-0.11023104708898201,-0.0035555215719638156,0.09040594595151569
Douglas fir,202,PSME,Pseudotsuga menziesii,8269,8258,0.009515722204890765,0.029618762231782725,0.050877375258808526
redwood,211,SESE3,Sequoia sempervirens,240,242,-0.033217218797454116,-0.010542373571694519,0.003313967665429551
Pacific yew,231,TABR2,Taxus brevifolia,220,206,-0.12773711304786753,-0.034397821122251315,0.06826546923483721
western redcedar,242,THPL,Thuja plicata,1455,1487,-0.04338379800503809,-0.006272021705977515,0.030723629366632036
western hemlock,263,TSHE,Tsuga heterophylla,2733,2788,-0.049503615873001915,-0.021025700922754353,0.007823578448950501
mountain hemlock,264,TSME,Tsuga mertensiana,730,754,0.020434903291753303,0.06377612235405028,0.11508542810183411
bigleaf maple,312,ACMA3,Acer macrophyllum,940,941,-0.08943384077656309,-0.0462412524764666,-0.0048865485818345294
California buckeye,333,AECA,Aesculus californica,79,74,-0.2737188421081602,-0.055968700854247544,0.13313073510934414
red alder,351,ALRU2,Alnus rubra,1311,1286,-0.077672865416505,-0.03308276928426235,0.011021416156826934
white alder,352,ALRH2,Alnus rhombifolia,67,66,-0.5280256039173643,-0.2003914891225751,0.10197895447327818
Pacific madrone,361,ARME,Arbutus menziesii,839,803,-0.041799179136089173,0.017726924870250294,0.07937086129504349
paper birch,375,BEPA,Betula papyrifera,76,70,-0.03907199384853122,0.17799604555914872,0.41901639821120856
golden chinkapin,431,CHCHC4,Chrysolepis chrysophylla,342,328,-0.040498314078914355,0.044666686438062264,0.14517177767422146
Pacific dogwood,492,CONU4,Cornus nuttallii,94,84,-0.2618468404582717,-0.006935463620497906,0.2662989026149515
Oregon ash,542,FRLA,Fraxinus latifolia,57,65,-0.2156983993493918,-0.0532663566981908,0.07918425617273288
tanoak,631,NODE3,Notholithocarpus densiflorus,646,643,-0.028527251785363462,0.009637166821270249,0.048131811509440674
quaking aspen,746,POTR5,Populus tremuloides,118,106,-0.18054173697669407,-0.035759303845433354,0.10328726712951025
black cottonwood,747,POBAT,Populus balsamifera,167,167,-0.09004523657277086,0.007134343979591229,0.10349483936475906
bitter cherry,768,PREM,Prunus emarginata,125,158,-0.1798689157790781,0.0027283395265378374,0.18854087029067762
California live oak,801,QUAG,Quercus agrifolia,199,194,-0.05349665169659361,-0.02526810333119478,-0.004081778120302396
canyon live oak,805,QUCH2,Quercus chrysolepis,851,821,-0.031323765470055595,0.009082373707307134,0.051163393167008596
blue oak,807,QUDO,Quercus douglasii,340,335,6.293115332660194e-4,0.007400131271989352,0.0185111417031305
Oregon white oak,815,QUGA4,Quercus garryana,331,332,-0.04905430977980485,0.025889556113138923,0.11939807064953709
California black oak,818,QUKE,Quercus kelloggii,894,847,-0.08655574360322986,-0.03344570720624418,0.017836436574071437
California white oak,821,QULO,Quercus lobata,62,60,-0.040757204752719114,-0.007537538850266756,0.0043893006645786764
interior live oak,839,QUWI2,Quercus wislizeni,204,197,-0.036202503075019175,0.06752557861202035,0.17663594174800903
California laurel,981,UMCA,Umbellularia californica,264,277,-0.05895136449939104,0.007446980100875855,0.07280971132079644
