STATECD,PLOT_FIADB,INVYR,pre.svpd,post.svpd
6,79662,2002,2.660924077,3.212012443
6,50097,2001,1.556882849,0.999810414
6,50099,2008,-3.145642643,-3.400330787
6,50100,2009,3.264228821,3.819993596
6,79675,2007,-1.391575405,-1.971247961
6,80273,2006,1.389873806,2.076870036
6,50103,2004,-3.043682084,-2.608220893
6,80282,2007,-0.685577362,-1.569791118
6,50105,2005,-1.592720333,-1.2505551
6,78910,2006,-5.292188186,-4.61284296
6,50107,2002,1.118241166,0.257045032
6,50108,2003,-5.993602337,-5.564779985
6,50109,2009,6.720412686,7.469754941
6,50110,2008,6.6755072,5.970809234
6,50111,2007,4.713388353,5.611933071
6,78368,2006,1.299081945,2.028344387
6,50113,2002,1.324304836,1.868958791
6,50114,2009,-1.782984393,-2.161986924
6,50115,2007,-2.352291878,-2.551734891
6,79163,2007,5.55687087,5.357423509
6,50117,2005,1.697899433,0.895240384
6,79175,2006,-1.375040655,-1.296663417
6,79182,2003,-3.035715298,-2.296156599
6,50121,2002,-5.256712369,-6.231566563
6,50123,2008,0.364125083,0.925363464
6,81052,2007,6.219183644,6.490941546
6,79190,2005,5.517219286,5.173605481
6,79214,2008,6.438213043,6.623888645
6,79225,2009,0.731387227,0.180864725
6,50128,2006,3.07888119,3.280259364
6,50129,2008,3.356448155,3.383935257
6,78510,2009,-0.39732364,0.257195693
6,50131,2007,2.360593561,1.490203089
6,79386,2006,-0.431863307,-0.752102609
6,79392,2004,-0.018444753,-0.431032065
6,50134,2005,-4.977641377,-5.607784023
6,50135,2006,-5.095649788,-4.709000221
6,79400,2002,0.161234752,-0.802242856
6,50137,2003,0.737092462,1.266727614
6,78994,2004,-1.872216977,-1.470434368
6,78996,2002,-2.60641947,-2.846278743
6,50140,2005,2.082891758,2.005255516
6,50141,2003,-3.640267867,-4.304408134
6,50142,2009,6.409879933,5.75939315
6,79010,2008,-3.845593222,-4.784096367
6,79017,2005,2.809270897,2.735467395
6,79067,2007,4.960941509,5.95106143
6,78512,2003,-0.349804454,0.557564703
6,50148,2006,2.920105103,3.480952269
6,78521,2002,4.090012316,4.746747889
6,50159,2003,3.766680798,3.566819746
6,81063,2001,-2.511243553,-2.385376411
6,50161,2008,1.540464272,1.33397608
6,50162,2005,3.331988636,3.381066434
6,78531,2009,3.509138767,3.191173245
6,50164,2005,-4.61536596,-5.361025382
6,78387,2005,-0.45998935,-0.508131432
6,50166,2001,-3.19865071,-2.363892592
6,50168,2003,6.227480032,6.367357652
6,50169,2005,6.24231228,5.938314874
6,50170,2001,-1.258639067,-1.242800285
6,50171,2009,2.839926423,2.404316619
6,50173,2006,0.665044162,0.287065106
6,50178,2006,0.333527735,-0.619977757
6,50179,2007,-1.38689826,-1.45166418
6,50180,2004,-1.062299243,-0.954865356
6,50181,2002,5.851715512,4.977484269
6,50182,2006,-2.968192206,-3.752451871
6,50183,2004,2.212509598,1.274405371
6,50184,2002,5.992165331,6.526985825
6,50185,2002,1.018312323,0.065934718
6,80982,2001,0.622060388,1.468703088
6,50188,2009,-3.862337375,-4.384202985
6,78643,2003,-4.660424007,-5.302854934
6,50190,2007,-5.204491362,-5.951868599
6,78646,2005,-2.308573193,-3.297137413
6,80530,2009,-5.356379205,-5.518763058
6,50198,2008,-4.740498057,-5.598431941
6,80002,2001,0.338062403,0.839748484
6,50200,2007,-0.750674411,-0.746632139
6,50201,2003,-3.633529447,-4.327841693
6,50202,2001,1.805166746,0.928790773
6,80893,2004,-2.075626945,-1.670768522
6,80894,2005,-2.30694218,-2.768521072
6,50205,2006,6.519005648,5.874941609
6,80896,2002,-2.696894555,-2.31934955
6,80897,2001,-5.043876141,-4.077338339
6,80901,2001,-3.152212061,-3.306085515
6,80907,2007,-4.920964894,-4.822027679
6,50216,2008,-3.137322608,-3.545199226
6,50217,2009,-0.707454537,-0.936010624
6,80910,2001,-2.022506044,-1.867470827
6,50219,2009,-3.058662733,-3.08976883
6,80917,2004,-0.962115487,-0.373342018
6,50221,2002,-2.440786282,-2.860927555
6,50222,2008,-2.78083316,-2.715923935
6,80414,2009,-1.832601902,-1.311708509
6,80419,2006,5.719152272,6.001421786
6,80427,2004,-2.254368035,-2.169789125
6,50226,2007,-3.328180044,-3.257982874
6,50227,2006,-3.209008993,-4.110210926
6,50228,2002,0.257608295,1.198306649
6,50229,2003,1.571225931,1.320163846
6,50230,2001,-4.096268543,-3.366911647
6,50232,2003,0.028871859,0.461148071
6,50233,2004,6.931669305,7.522234772
6,80850,2002,4.199224309,4.979952649
6,80858,2005,6.735198422,7.269027163
6,80864,2001,1.08423172,0.408594422
6,50237,2003,-2.54136585,-2.119081145
6,79982,2001,2.043904464,1.357902812
6,80026,2008,-4.1807691,-3.794257246
6,50240,2006,5.656957424,5.839467975
6,80030,2005,-3.939551781,-4.783507074
6,50242,2006,0.164447367,0.816889577
6,50243,2004,1.305194893,2.235595063
6,50251,2005,-2.158765058,-1.649118423
6,50252,2003,-4.725032874,-5.439268168
6,50253,2004,-3.247155225,-4.070626524
6,50254,2001,4.179591872,3.410744
6,50255,2009,-1.987427031,-1.380172704
6,50256,2007,-2.392712708,-2.96742892
6,50257,2005,-2.939632392,-2.015922829
6,50258,2003,2.252814091,2.476339964
6,50259,2007,4.496154466,5.343761694
6,50260,2005,3.729219028,3.99879876
6,50261,2003,-2.681444949,-2.881982066
6,50262,2001,1.283008801,2.087038839
6,50263,2001,4.555674238,4.165181476
6,50264,2007,-5.060708746,-5.195312411
6,50265,2005,-2.482571255,-1.576777413
6,50266,2002,4.988225699,4.592174366
6,50267,2009,1.504070813,0.731328034
6,50268,2003,1.064845446,1.799270188
6,50279,2001,-5.608390886,-5.61299915
6,50280,2009,-1.169445947,-0.865451893
6,79885,2008,0.616458188,1.351911543
6,50282,2006,2.963196522,3.745502445
6,80460,2004,4.523966341,4.078660974
6,50284,2002,6.694205552,6.812561601
6,81064,2007,4.035466955,4.761536311
6,80469,2003,-3.721718482,-3.549393186
6,80481,2001,-0.638975173,-0.795108855
6,50289,2005,-0.470062582,-1.377065958
6,50290,2006,-3.053316693,-3.893389676
6,50291,2004,1.764210183,1.660278034
6,80724,2001,6.5965268,7.587797321
6,50294,2009,2.364834532,1.607296921
6,80732,2002,0.279436061,1.012152794
6,80750,2009,-3.404066623,-3.387738887
6,50298,2007,-3.886569068,-3.319337171
6,50299,2001,-3.909821882,-4.801512398
6,50300,2009,3.871613318,4.633531145
6,50312,2004,-1.865484353,-2.638902788
6,50313,2008,-4.993893339,-4.18357804
6,78242,2006,-1.008858728,-1.774643049
6,50316,2004,5.945146192,5.894069602
6,50317,2007,3.303476856,3.128880796
6,78272,2005,3.024209659,2.657563486
6,50319,2008,-1.135716846,-0.6687985
6,50320,2009,-2.611256936,-2.070760311
6,78280,2007,-4.056826929,-3.95311194
6,50323,2006,-2.847223912,-3.315647396
6,78302,2004,-3.573589166,-2.670134562
6,50325,2005,0.927984597,1.503064535
6,50326,2009,-5.152119731,-5.155401894
6,78345,2002,-3.934476363,-3.47113143
6,50328,2003,2.494086911,1.82230026
6,50329,2001,-5.184039752,-5.529803619
6,50330,2003,6.653803333,7.017295965
6,50331,2004,6.555172013,6.36081396
6,50332,2002,1.907215103,2.593379496
6,50334,2001,-2.831285855,-2.764460879
6,50335,2007,5.464271676,5.013197081
6,50409,2003,-4.899927684,-4.285607422
6,78896,2001,4.426825548,3.933956003
6,50411,2003,0.948054403,1.123221364
6,50412,2009,-2.660893607,-2.299712396
6,50413,2008,4.066589077,4.63330079
6,50414,2009,-0.521984259,-0.566686018
6,50415,2003,4.48262954,3.580806169
6,78811,2007,-5.244658625,-6.051068279
6,78815,2006,-2.426692917,-1.819911787
6,50418,2007,3.978400133,4.400708342
6,50419,2003,5.848795888,5.250202468
6,50420,2008,-4.09300815,-3.741357837
6,81084,2002,3.035938285,3.248801585
6,68304,2003,-3.79696425,-4.451711049
6,50423,2002,2.108992944,1.503820587
6,68309,2008,1.033073215,0.736692841
6,50425,2009,3.334355493,3.200494384
6,78866,2005,0.942732767,1.317553988
6,78877,2006,-3.003818421,-2.333173335
6,50428,2007,5.81764711,4.96638749
6,78879,2007,2.906769699,2.499495856
6,68316,2008,5.289921504,5.071133263
6,50431,2006,-3.837085236,-4.003282581
6,50432,2002,2.435374913,3.382211884
6,50433,2008,-4.052855419,-4.086304532
6,50434,2006,-1.115655941,-1.748384047
6,50435,2004,4.948829441,5.428834854
6,50437,2007,5.166492237,6.111533233
6,50522,2007,-4.106622122,-4.454780764
6,78557,2003,-5.012573969,-5.231701726
6,78573,2001,4.197280655,5.178844034
6,50525,2004,2.736323866,2.01014573
6,50526,2005,5.820653543,6.297394498
6,50527,2006,-4.274293072,-4.670077587
6,50528,2004,5.36504353,5.283836213
6,50530,2001,5.1326181,4.662834115
6,50531,2005,2.48195603,2.929243438
6,50532,2004,2.643258308,3.537320161
6,50534,2001,-1.252454664,-1.54698222
6,50585,2007,4.955688026,4.013031343
6,50587,2004,1.575423435,1.043741555
6,50589,2002,-2.864787472,-2.791565228
6,50590,2008,0.112439498,0.230162131
6,50591,2001,0.505669956,-0.244898913
6,50592,2007,5.741923103,5.355248411
6,50593,2008,6.230413551,5.81171812
6,50594,2009,1.07138875,1.585620404
6,50613,2008,5.387252762,6.358930614
6,50614,2002,1.310420619,1.57556466
6,50616,2006,-2.191249171,-2.769256765
6,50617,2009,-4.497487271,-4.849180211
6,78430,2005,6.927744441,6.196376454
6,50619,2003,-4.62730283,-5.170147843
6,78435,2001,2.832881114,2.824334234
6,50621,2004,-4.39612491,-3.594255477
6,78750,2007,-3.205176228,-2.308051964
6,78755,2008,-5.769872577,-6.128782058
6,50625,2005,-4.068812811,-3.589373344
6,50626,2001,1.476535401,1.025484947
6,78762,2007,1.082367723,0.313051849
6,50642,2002,-0.198732923,-0.581937067
6,50643,2005,3.794696588,2.875293187
6,50644,2006,4.795660683,3.826057013
6,50645,2004,5.27022398,4.647788515
6,80944,2001,-4.12248359,-4.1754524
6,80947,2009,4.026054994,4.657943128
6,50649,2008,1.473939596,0.802974451
6,50650,2002,1.427923832,2.0149528
6,80990,2005,4.293211315,3.591230805
6,50652,2004,-3.942055204,-3.90701928
6,50653,2005,5.804067569,5.64989034
6,50654,2004,-0.851987903,-1.720634739
6,50655,2007,3.85580659,4.578789846
6,50656,2003,-0.610725622,-0.981724125
6,80996,2009,5.570396416,5.553122664
6,50658,2002,2.320660871,2.172607315
6,68340,2004,-4.405188503,-5.31463717
6,68370,2001,6.164726574,5.731043271
6,50662,2007,5.562043997,4.904976288
6,68373,2006,0.420491442,1.105921049
6,68392,2007,3.049279702,2.39553543
6,50689,2007,3.273931153,2.639479577
6,50691,2004,-2.580643729,-1.604533561
6,50692,2002,-3.268696561,-4.217849199
6,79579,2009,1.097516329,0.985038995
6,50695,2001,-5.474270306,-5.22421867
6,50696,2007,-1.60478892,-2.013121291
6,80212,2002,-3.150698176,-4.046613923
6,50698,2007,0.690891471,1.534010954
6,80218,2003,-4.743042682,-3.776087505
6,50700,2003,1.854223379,1.864969923
6,50701,2008,-3.952960733,-4.683948567
6,50702,2008,-1.235499969,-0.618205997
6,68329,2003,0.571681299,1.024409683
6,50787,2008,-2.147815595,-2.110707388
6,50788,2006,-4.679096261,-4.135509606
6,50789,2003,-2.870215294,-3.644930742
6,50790,2005,0.243623902,0.723819855
6,50791,2009,-1.229783775,-0.851668686
6,80249,2002,0.732477238,0.182233297
6,80258,2003,1.284430045,1.968149369
6,80084,2006,-5.442753792,-4.557166477
6,50796,2004,1.748755886,2.32986456
6,50797,2003,-0.476296399,-0.562162503
6,50798,2009,1.863989039,1.173814271
6,50799,2004,-3.295232982,-2.565682949
6,80122,2008,2.571409648,1.772042236
6,50801,2007,-3.41194828,-3.941412585
6,50802,2002,-5.676278119,-5.478776237
6,80139,2005,-2.215984768,-2.019769304
6,50804,2001,-2.460880649,-2.281113042
6,80963,2009,-4.048073694,-4.666329655
6,50806,2003,0.445100889,1.000211531
6,80162,2006,3.040211109,2.07532346
6,50809,2001,-4.095896613,-4.540306877
6,50810,2007,6.987578241,7.645007825
6,50812,2006,1.799793348,1.340916534
6,50813,2005,6.06496844,6.770263855
6,50814,2001,-1.836306119,-2.58602919
6,50881,2003,4.398866322,4.648802066
6,79502,2009,5.704344124,6.381232316
6,50884,2002,-5.562199379,-4.594215934
6,50885,2004,-3.19551313,-2.879296974
6,50886,2002,-2.863180174,-3.297810968
6,50887,2005,5.470892594,5.221243079
6,79977,2004,-4.17548368,-4.670649093
6,50889,2005,0.546159748,0.53163949
6,50890,2001,1.884836141,1.02552674
6,50891,2004,4.158523426,3.578798228
6,50892,2009,6.787383971,7.034084037
6,80265,2003,-5.958307792,-6.138447187
6,79592,2002,5.252189704,4.369480386
6,79593,2006,-4.712703678,-5.417658025
6,50924,2009,6.410250267,5.544776964
6,50926,2008,-1.431814085,-0.783366745
6,79631,2007,-4.982882453,-4.671911402
6,50928,2003,4.820579963,4.366773724
6,79632,2008,-5.489280716,-5.081216713
